ticker,snapshot_date,close,return_1d,return_1w,return_1m,momentum_1w,momentum_1m,momentum_3m,momentum_6m,volatility_30d,volatility_90d,drawdown,distance_52w_high,distance_52w_low,volume_change,pe_ratio,forward_pe,ev_ebitda,price_to_sales,fcf_yield,revenue_growth_yoy,eps_growth_yoy,ebitda_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,debt_to_equity,net_debt_ebitda,current_ratio,earnings_surprise,earnings_sentiment,sector_relative_pe,sector_relative_growth,sector_relative_roic,analyst_signal,news_sentiment,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime,valuation_score,growth_score,quality_score,financial_health_score,momentum_score,earnings_score,baseline_investment_score
JPM,2026-05-15,208.430000,-0.002920,-0.037540,-0.036960,-0.037540,-0.036960,-0.153310,-0.277990,0.205030,0.214060,-0.333300,-0.333300,0,-0.094100,12.490000,14.080000,10.510000,3.780000,0.050180,0.105300,0.140000,0.129300,0.609800,0.405200,0.324300,0.164300,0.013500,0.109900,1.329800,1.082000,1.108000,0.094300,0.961000,0.593000,0.005900,-0.149700,4.920000,-0.116000,0.020000,-0.028200,-0.000500,4.230000,2.180000,neutral,0.977800,0.333300,0.288900,0.144400,0.294400,1,0.485800
V,2026-05-15,401.600000,0.012610,-0.017200,0.006690,-0.017200,0.006690,0.024100,0.022300,0.156820,0.160490,-0.049110,-0.049110,0.137390,0.079600,30.400000,27.320000,21.310000,16.760000,0.030390,0.093500,0.122100,0.116400,0.795200,0.658300,0.535700,0.511900,0.203500,0.409400,0.497300,1.066000,1.278000,0.007500,0.533000,1.407000,-0.005900,0.149800,3.540000,-0.018000,0.034200,0.016400,-0.011300,4.230000,2.180000,risk-on,0.533300,0.222200,0.844400,0.444400,0.772200,0.483300,0.550800
NFLX,2026-05-15,1295.990000,0.021610,-0.019920,0.053340,-0.019920,0.053340,-0.174290,-0.290080,0.312790,0.322130,-0.339670,-0.339670,0.088390,0.131300,41.100000,35.980000,32.010000,9.760000,0.020410,0.167300,0.216400,0.197200,0.464700,0.271300,0.224200,0.364700,0.145900,0.239900,0.741900,2.096000,1.219000,-0.027700,0.436000,1.380000,-0.013600,-0.033400,3.700000,-0.162000,-0.016800,0.016900,0.032900,4.230000,2.180000,neutral,0.266700,0.744400,0.322200,0.255600,0.255600,0.038900,0.347200
AAPL,2026-05-22,220.920000,-0.015900,-0.003470,-0.002840,-0.003470,-0.002840,-0.032750,-0.125590,0.249150,0.257000,-0.318110,-0.318110,0.038060,-0.030100,33.110000,30.940000,24.130000,8.690000,0.027160,0.064100,0.090000,0.077200,0.473200,0.313800,0.241100,1.598600,0.257700,0.588300,1.948700,4.485000,0.891000,-0.071500,0.264000,0.822000,-0.278800,0.032500,3.230000,-0.364000,0.020400,0.026500,0.083100,4.240000,2.140000,neutral,0.533300,0.111100,0.672200,0,0.527800,0.027800,0.345300
MSFT,2026-05-22,440.530000,-0.010290,0.016080,0.013990,0.016080,0.013990,-0.063900,-0.121910,0.240100,0.211510,-0.277610,-0.277610,0.034400,-0.199200,35.230000,29.960000,22.930000,13.220000,0.020550,0.161100,0.230300,0.178000,0.701500,0.455900,0.365300,0.355400,0.186400,0.284000,0.333700,0.645000,1.390000,-0.045800,0.300000,0.861000,-0.181800,-0.271800,3.450000,-0.078000,0.000400,0.083300,0.013500,4.240000,2.140000,neutral,0.422200,0.661100,0.594400,0.555600,0.561100,0.211100,0.524200
NVDA,2026-05-22,82.300000,-0.018720,-0.037760,-0.030170,-0.037760,-0.030170,0.013050,-0.026150,0.353850,0.431890,-0.534110,-0.534110,0.107220,-0.116200,53.790000,35.540000,42.860000,26.020000,0.024350,0.803400,1.019100,0.969400,0.756000,0.638000,0.553000,0.945000,0.665000,0.795200,0.133500,0.341000,4.204000,-0.065900,0.318000,1.318000,0.460500,0.239400,4.050000,-0.085000,0.051900,0.015300,-0.001900,4.240000,2.140000,neutral,0.155600,1,0.905600,0.922200,0.522200,0.122200,0.641100
META,2026-05-22,624.550000,-0.001250,0.046390,-0.003030,0.046390,-0.003030,-0.142530,-0.196900,0.225520,0.276980,-0.465350,-0.465350,0.071090,-0.243100,27.970000,23.790000,17.330000,8.890000,0.037220,0.232400,0.316200,0.277800,0.818900,0.423700,0.383800,0.375900,0.233700,0.301900,0.273000,0.380000,2.988000,-0.041700,0.347000,0.852000,0.051000,0.030700,3.760000,0.059000,0.043400,0.007700,0.054600,4.240000,2.140000,neutral,0.788900,0.888900,0.733300,0.733300,0.377800,0.344400,0.683300
GOOGL,2026-05-22,223.180000,-0.009940,-0.009890,-0.111010,-0.009890,-0.111010,-0.140330,-0.142870,0.261450,0.215570,-0.257300,-0.257300,0.007630,0.064600,24.750000,22.010000,17.110000,6.780000,0.034150,0.146200,0.218800,0.187800,0.595900,0.332200,0.296900,0.319600,0.223000,0.267000,0.094800,0.122000,1.891000,0.064800,0.844000,0.768000,-0.035200,-0.004200,3.870000,-0.081000,0.018600,0.000300,0.045700,4.240000,2.140000,neutral,0.811100,0.650000,0.416700,0.900000,0.266700,0.888900,0.639400
AMZN,2026-05-22,242.620000,-0.015500,-0.004150,0.124490,-0.004150,0.124490,-0.028280,-0.001810,0.267150,0.251600,-0.199250,-0.199250,0.133420,-0.102300,43.820000,31.560000,18.940000,3.290000,0.017060,0.115700,0.147900,0.139200,0.490100,0.109400,0.092900,0.209400,0.087700,0.142400,0.547400,1.008000,1.073000,-0.021500,0.319000,0.530000,0.053200,0.030300,3.650000,-0.113000,0.005000,-0.038200,0.034700,4.240000,2.140000,neutral,0.466700,0.444400,0.222200,0.266700,0.727800,0.405600,0.416400
TSLA,2026-05-22,955.530000,-0.028860,0.034390,0.034210,0.034390,0.034210,0.040870,0.571310,0.570010,0.563930,-0.038870,-0.038870,0.692970,0.004200,118.380000,90.940000,69.620000,13.290000,0.002850,0.009300,0.014100,0.010700,0.180200,0.074000,0.073000,0.105100,0.062700,0.081900,0.186300,1.577000,2.031000,0.036100,0.595000,1.470000,-0.053200,-0.030200,4.440000,-0.057000,-0.040000,0.072000,0.064500,4.240000,2.140000,risk-off,0.044400,0,0,0.777800,0.794400,0.638900,0.308600
JPM,2026-05-22,211.970000,-0.019200,0.016980,-0.028910,0.016980,-0.028910,-0.156510,-0.231800,0.229000,0.210170,-0.321980,-0.321980,0.028580,0.159900,13.030000,13.770000,11.150000,3.860000,0.052660,0.106800,0.143600,0.128100,0.607800,0.405100,0.317500,0.164500,0.013800,0.114000,1.322500,1.079000,1.087000,0.073700,0.860000,0.593000,0.003900,-0.149600,4.390000,0.105000,0.014200,0.040000,0.054900,4.240000,2.140000,neutral,0.977800,0.333300,0.288900,0.144400,0.211100,1,0.473300
V,2026-05-22,394.050000,-0.000990,-0.018800,-0.017800,-0.018800,-0.017800,-0.017430,0.023240,0.161900,0.150180,-0.066980,-0.066980,0.116000,0.248400,29.570000,27.960000,21.850000,17.070000,0.031660,0.099100,0.121700,0.113500,0.775800,0.648600,0.529400,0.498000,0.201700,0.413300,0.500000,1.061000,1.261000,0.035400,0.581000,1.407000,-0.003900,0.149700,4.120000,-0.046000,0.039200,-0.016400,-0.070800,4.240000,2.140000,risk-on,0.533300,0.222200,0.844400,0.444400,0.727800,0.583300,0.554200
NFLX,2026-05-22,1340.740000,-0.021400,0.034530,0.080440,0.034530,0.080440,-0.159500,-0.221430,0.309940,0.321120,-0.316870,-0.316870,0.125970,-0.176800,47.730000,33.660000,30.110000,9.350000,0.017650,0.165600,0.215700,0.184600,0.467900,0.273600,0.225600,0.367100,0.146700,0.244600,0.731400,2.092000,1.247000,0.060900,0.724000,1.380000,-0.015800,-0.026600,4.830000,0.004000,0.024000,0.030600,-0.034800,4.240000,2.140000,neutral,0.266700,0.688900,0.322200,0.255600,0.283300,0.777800,0.414200
AAPL,2026-05-29,217.930000,0.002670,-0.029220,-0.030820,-0.029220,-0.030820,-0.074570,-0.142480,0.228330,0.249550,-0.327340,-0.327340,0.024010,0.095200,34.020000,29.340000,23.400000,9.250000,0.027800,0.060500,0.087000,0.073800,0.467600,0.318400,0.242800,1.585800,0.263000,0.582100,1.969500,4.488000,0.891000,-0.018500,0.498000,0.822000,-0.283000,0.024100,3.680000,0.318000,-0.042700,-0.054500,-0.014400,4.160000,2.140000,neutral,0.533300,0.111100,0.672200,0,0.483300,0.261100,0.361900
MSFT,2026-05-29,446.120000,-0.011430,0.002270,0.005230,0.002270,0.005230,-0.033410,-0.102860,0.242810,0.212360,-0.268440,-0.268440,0.047530,-0.021400,37.150000,29.570000,22.810000,12.310000,0.023780,0.154500,0.218000,0.187600,0.687800,0.454400,0.360400,0.358100,0.194000,0.285200,0.345100,0.645000,1.391000,0.069900,0.925000,0.861000,-0.189000,-0.272800,4.050000,0.293000,0.001400,0.004500,0.065000,4.160000,2.140000,neutral,0.422200,0.650000,0.594400,0.555600,0.594400,0.900000,0.595800
NVDA,2026-05-29,81.780000,-0.027470,-0.024920,-0.116370,-0.024920,-0.116370,0.026230,-0.053470,0.307310,0.432600,-0.515210,-0.515210,0.100230,0.235300,56.180000,34.830000,43.580000,25.150000,0.023070,0.815400,1.114900,0.937700,0.761600,0.636800,0.564200,0.938300,0.655900,0.806700,0.130400,0.336000,4.342000,0.002400,0.601000,1.318000,0.471900,0.248700,4.250000,-0.268000,-0.046900,0.061400,-0.009500,4.160000,2.140000,neutral,0.155600,1,0.905600,0.922200,0.511100,0.455600,0.672800
META,2026-05-29,612.950000,-0.038560,-0.019800,0.014850,-0.019800,0.014850,-0.120200,-0.228620,0.239870,0.276650,-0.475280,-0.475280,0.051190,0.067100,27.340000,22.370000,17.590000,9,0.040030,0.223000,0.324100,0.271300,0.823700,0.419500,0.381600,0.382400,0.234300,0.304400,0.276500,0.380000,2.998000,0.063400,0.735000,0.852000,0.043700,0.029500,4.200000,0.402000,0.039500,0.044700,-0.018200,4.160000,2.140000,neutral,0.788900,0.888900,0.733300,0.733300,0.305600,0.750000,0.713100
GOOGL,2026-05-29,229.530000,0.009720,0.018230,-0.072120,0.018230,-0.072120,-0.097550,-0.152560,0.256750,0.211460,-0.236170,-0.236170,0.036300,-0.224500,24.470000,22.390000,16.510000,6.460000,0.034790,0.152500,0.202100,0.179100,0.592400,0.336200,0.288200,0.317800,0.217500,0.273500,0.093900,0.122000,1.917000,-0.075900,0.235000,0.768000,-0.026800,-0.001400,3.510000,-0.062000,0.000500,0.039200,0.089300,4.160000,2.140000,neutral,0.811100,0.572200,0.416700,0.900000,0.294400,0,0.539200
AMZN,2026-05-29,243.030000,-0.014640,-0.013840,0.073740,-0.013840,0.073740,-0.006300,-0.006870,0.261560,0.248890,-0.171990,-0.171990,0.135340,-0.078600,46.280000,32.020000,19.320000,3.810000,0.016930,0.114900,0.163700,0.145200,0.495200,0.110300,0.092900,0.209300,0.089300,0.144700,0.541800,1.006000,1.089000,0.044400,0.593000,0.530000,0.052700,0.032200,3.730000,0.171000,0.022500,-0.091200,-0.045900,4.160000,2.140000,neutral,0.466700,0.444400,0.222200,0.305600,0.738900,0.644400,0.447800
TSLA,2026-05-29,998.200000,-0.004370,0.014500,0.118420,0.014500,0.118420,0.102920,0.478880,0.521860,0.569630,-0.035440,-0.035440,0.768570,0.139900,111.870000,97.790000,65.090000,12.390000,0.002870,0.009500,0.013900,0.010900,0.180000,0.074100,0.073300,0.104600,0.062400,0.080300,0.185700,1.577000,2.088000,0.079400,0.687000,1.470000,-0.052700,-0.032200,4.710000,0.137000,-0.013600,-0.035600,0.051200,4.160000,2.140000,risk-off,0.044400,0,0,0.777800,0.850000,0.883300,0.341400
JPM,2026-05-29,216.930000,0.011560,0.003750,-0.019480,0.003750,-0.019480,-0.153680,-0.199850,0.239650,0.212620,-0.306110,-0.306110,0.052650,0.103100,12.080000,13.690000,11.600000,3.890000,0.049940,0.111500,0.151400,0.134700,0.608900,0.402700,0.328600,0.168600,0.013700,0.108600,1.319000,1.075000,1.104000,0.042500,0.736000,0.593000,0.005900,-0.151000,3.740000,-0.059000,-0.003800,-0.019400,-0.002800,4.160000,2.140000,neutral,0.977800,0.333300,0.288900,0.144400,0.283300,0.672200,0.451400
V,2026-05-29,387.730000,-0.024530,-0.017010,-0.043370,-0.017010,-0.043370,-0.036480,0.010270,0.184650,0.157640,-0.081950,-0.081950,0.098110,0.430100,30.310000,27.390000,23.420000,16.910000,0.031120,0.099700,0.128400,0.112800,0.782600,0.640100,0.530500,0.509100,0.200000,0.410700,0.492800,1.059000,1.247000,-0.009400,0.313000,1.407000,-0.005900,0.151100,3.480000,0.010000,0.021200,-0.009000,0.051000,4.160000,2.140000,risk-on,0.533300,0.222200,0.844400,0.405600,0.622200,0.322200,0.506400
NFLX,2026-05-29,1336.010000,-0.016160,-0.024850,0.043200,-0.024850,0.043200,-0.100140,-0.212540,0.322600,0.318780,-0.319280,-0.319280,0.122000,0.179500,45,33.030000,32.050000,10.100000,0.018440,0.162300,0.220700,0.189800,0.466800,0.272200,0.222000,0.369000,0.145100,0.246700,0.724400,2.089000,1.214000,-0.059800,0.299000,1.380000,-0.017000,-0.028200,3.110000,-0.133000,-0.053300,0.009800,0.009400,4.160000,2.140000,neutral,0.266700,0.777800,0.322200,0.255600,0.316700,0.111100,0.370300
AAPL,2026-06-05,225.280000,-0.000440,0.033730,0.005220,0.033730,0.005220,-0.050130,-0.090590,0.229760,0.252960,-0.304650,-0.304650,0.058550,0.071700,37.210000,29.400000,24.550000,7.820000,0.028470,0.063900,0.088800,0.081300,0.470300,0.316700,0.242500,1.605700,0.261500,0.586700,1.949100,4.475000,0.887000,0.034800,0.604000,0.822000,-0.281300,0.030900,4.220000,0.364000,0.015900,0.009500,-0.050100,4.130000,2.190000,neutral,0.533300,0.111100,0.650000,0,0.472200,0.522200,0.381900
MSFT,2026-06-05,464.070000,-0.003090,0.040240,0.044500,0.040240,0.044500,-0.005020,-0.111390,0.236940,0.209970,-0.239000,-0.239000,0.089670,-0.016200,34.740000,27.890000,23.660000,12.730000,0.022180,0.157800,0.227600,0.192700,0.705500,0.459600,0.363800,0.355600,0.188600,0.287100,0.330700,0.642000,1.371000,0.057500,0.653000,0.861000,-0.187400,-0.268700,3.970000,-0.214000,-0.014000,0.029700,-0.044200,4.130000,2.190000,neutral,0.422200,0.683300,0.594400,0.555600,0.655600,0.733300,0.595000
NVDA,2026-06-05,92.110000,-0.019580,0.126310,0.007880,0.126310,0.007880,-0.005080,-0.006580,0.398820,0.420240,-0.425170,-0.425170,0.239200,0.255600,52.090000,36.070000,45.210000,25.450000,0.026310,0.813800,1.137400,1.011700,0.763000,0.640000,0.577200,0.923700,0.664200,0.793500,0.133300,0.332000,4.328000,0.045200,0.655000,1.318000,0.468600,0.237700,4.640000,0.431000,0.044100,-0.050500,0.009100,4.130000,2.190000,risk-off,0.155600,1,0.905600,0.922200,0.516700,0.755600,0.703600
META,2026-06-05,585.760000,-0.004110,-0.044360,-0.003330,-0.044360,-0.003330,-0.142350,-0.312010,0.244620,0.258940,-0.498550,-0.498550,0.004560,0.209800,26.890000,23.300000,17.620000,8.540000,0.035370,0.227000,0.327800,0.269700,0.830000,0.425800,0.379900,0.390300,0.242200,0.306700,0.273500,0.378000,3.019000,0.058300,0.690000,0.852000,0.044800,0.030900,4.020000,0.487000,-0.016500,0.010100,-0.057000,4.130000,2.190000,neutral,0.788900,0.888900,0.733300,0.733300,0.155600,0.827800,0.698300
GOOGL,2026-06-05,234.320000,-0.034690,0.020870,-0.003360,0.020870,-0.003360,-0.083720,-0.177040,0.282880,0.226770,-0.220230,-0.220230,0.057930,-0.122800,22.320000,21.250000,18.800000,6.830000,0.034020,0.152000,0.213100,0.177400,0.591100,0.329400,0.296400,0.320000,0.218600,0.270400,0.093500,0.121000,1.919000,0.030700,0.782000,0.768000,-0.030200,-0.005400,4.120000,-0.335000,-0.004500,-0.025200,0.044800,4.130000,2.190000,neutral,0.811100,0.555600,0.416700,0.900000,0.200000,0.738900,0.595600
AMZN,2026-06-05,262.320000,-0.020280,0.079370,0.124970,0.079370,0.124970,0.072180,0.002940,0.301270,0.268430,-0.089200,-0.089200,0.225450,0.016900,43.240000,32.120000,19.250000,3.470000,0.018080,0.117500,0.157900,0.143300,0.491600,0.109500,0.094100,0.212400,0.089800,0.144400,0.547400,1.003000,1.080000,-0.072100,0.172000,0.530000,0.054100,0.030000,3.360000,0.032000,-0.022100,0.067100,0.044000,4.130000,2.190000,neutral,0.466700,0.444400,0.222200,0.305600,0.833300,0.072200,0.404700
TSLA,2026-06-05,989.730000,-0.046070,-0.008490,0.018570,-0.008490,0.018570,0.080410,0.439690,0.561440,0.590790,-0.096440,-0.096440,0.753570,0.008000,120.330000,97.650000,67.090000,14.150000,0.002860,0.009300,0.013900,0.011500,0.181800,0.073900,0.075300,0.106000,0.063100,0.084400,0.188300,1.577000,2.069000,0.016600,0.722000,1.470000,-0.054100,-0.030000,3.270000,0.095000,-0.014400,-0.010900,-0.052700,4.130000,2.190000,risk-off,0.044400,0,0,0.777800,0.738900,0.483300,0.284700
JPM,2026-06-05,221.480000,-0.013670,0.020970,0.026800,0.020970,0.026800,-0.092480,-0.174940,0.252810,0.221400,-0.291560,-0.291560,0.074730,0.253800,13.550000,13.810000,11.130000,3.930000,0.048670,0.108800,0.139900,0.133300,0.605300,0.411300,0.315600,0.168600,0.014100,0.110800,1.308700,1.074000,1.131000,0.029600,0.709000,0.593000,0.007400,-0.150700,4.040000,0.531000,0.028400,-0.000100,0.003200,4.130000,2.190000,neutral,0.977800,0.333300,0.288900,0.144400,0.344400,0.561100,0.449400
V,2026-06-05,383.430000,-0.017100,-0.011090,-0.036170,-0.011090,-0.036170,-0.027890,-0.015380,0.191540,0.158260,-0.092130,-0.092130,0.085930,-0.185400,27.910000,27.080000,22.720000,16.520000,0.030810,0.093900,0.124300,0.109800,0.787500,0.649000,0.535300,0.496800,0.199100,0.412300,0.484200,1.060000,1.227000,0.024900,0.554000,1.407000,-0.007400,0.150800,4.010000,-0.194000,-0.005500,-0.044900,0.038500,4.130000,2.190000,risk-on,0.533300,0.222200,0.844400,0.372200,0.472200,0.266700,0.473300
NFLX,2026-06-05,1377.980000,-0.026360,0.031410,0.082510,0.031410,0.082510,-0.001740,-0.173280,0.358890,0.325180,-0.297900,-0.297900,0.157250,0.155300,42.240000,33.470000,30.480000,10.100000,0.020130,0.167600,0.247100,0.213400,0.472300,0.271800,0.226100,0.361900,0.145700,0.250400,0.740000,2.077000,1.228000,-0.082200,0.248000,1.380000,-0.014600,-0.025400,3.620000,0.045000,-0.003400,0.035700,0.091900,4.130000,2.190000,neutral,0.266700,0.761100,0.344400,0.288900,0.611100,0.038900,0.413300
AAPL,2026-06-12,234.210000,0.024230,0.039640,0.037610,0.039640,0.037610,-0.043490,-0.049630,0.215600,0.248160,-0.277090,-0.277090,0.100510,-0.214900,36.880000,28.420000,27.440000,8.810000,0.031840,0.063500,0.095900,0.074300,0.467500,0.322100,0.238300,1.613900,0.262900,0.595200,1.916500,4.471000,0.882000,0.009600,0.500000,0.822000,-0.293200,0.029600,3.620000,0.036000,0.026400,0.041900,0.114600,4.030000,2.060000,neutral,0.533300,0.111100,0.672200,0,0.466700,0.344400,0.367800
MSFT,2026-06-12,471.570000,0.012320,0.016160,0.063580,0.016160,0.063580,0.025890,-0.106380,0.193860,0.206440,-0.226710,-0.226710,0.107280,-0.179900,36.970000,31.140000,23.890000,12.110000,0.021610,0.161300,0.229100,0.186300,0.704400,0.458800,0.367400,0.363100,0.193200,0.290100,0.341800,0.639000,1.392000,0.080000,0.765000,0.861000,-0.195400,-0.275500,4.690000,0.550000,0.027800,-0.018400,-0.038000,4.030000,2.060000,risk-on,0.422200,0.677800,0.594400,0.555600,0.655600,0.850000,0.605600
NVDA,2026-06-12,88.810000,0.001010,-0.035830,0.013000,-0.035830,0.013000,0.025050,-0.040830,0.407560,0.412840,-0.445770,-0.445770,0.194810,0.112600,57.900000,33.710000,40.900000,24.660000,0.027670,0.845300,1.182000,0.991600,0.762800,0.639200,0.562700,0.940200,0.671700,0.811400,0.134200,0.325000,4.175000,-0.012000,0.512000,1.318000,0.488600,0.245800,3.330000,0.066000,0.041700,0.021000,0.089300,4.030000,2.060000,risk-off,0.155600,1,0.905600,0.922200,0.472200,0.394400,0.660800
META,2026-06-12,559.250000,0.007220,-0.045260,-0.057520,-0.045260,-0.057520,-0.224610,-0.364720,0.259550,0.247960,-0.521250,-0.521250,0.007220,0.103300,26.260000,22.600000,18.100000,9.590000,0.037480,0.219900,0.324300,0.277800,0.830200,0.434500,0.387300,0.376000,0.235400,0.310000,0.282000,0.378000,3.051000,0.163500,1,0.852000,0.041700,0.035300,4.720000,0.399000,0.047300,-0.067900,0.006400,4.030000,2.060000,neutral,0.788900,0.888900,0.733300,0.733300,0.083300,1,0.704700
GOOGL,2026-06-12,240.790000,0.005260,0.027610,0.078520,0.027610,0.078520,-0.058530,-0.154890,0.268430,0.227020,-0.198700,-0.198700,0.087140,0.100800,24.270000,22.570000,17.830000,6.550000,0.033100,0.146100,0.210600,0.190300,0.592500,0.329000,0.290200,0.321300,0.212700,0.268600,0.093500,0.121000,1.900000,0.078300,0.771000,0.768000,-0.032100,-0.006100,4.600000,0.054000,-0.005200,-0.010100,0.034100,4.030000,2.060000,neutral,0.811100,0.577800,0.416700,0.900000,0.338900,0.816700,0.628600
AMZN,2026-06-12,262.540000,0.015590,0.000840,0.082770,0.000840,0.082770,0.076290,0.017640,0.281670,0.262340,-0.088430,-0.088430,0.226480,-0.093900,43.180000,33.580000,20.670000,3.420000,0.017020,0.120000,0.177100,0.138500,0.496800,0.110500,0.092700,0.211900,0.090300,0.144000,0.564100,0.999000,1.103000,0.039700,0.497000,0.530000,0.055200,0.030300,4.010000,0.427000,0.010300,0.125300,0.041200,4.030000,2.060000,neutral,0.466700,0.427800,0.222200,0.305600,0.816700,0.550000,0.446700
TSLA,2026-06-12,952.450000,-0.012630,-0.037670,0.021620,-0.037670,0.021620,0.007390,0.307970,0.557180,0.591160,-0.130480,-0.130480,0.687510,-0.295200,122.550000,91.280000,74.410000,12.810000,0.002690,0.009500,0.013300,0.011000,0.180300,0.073300,0.074300,0.107000,0.063500,0.083400,0.189500,1.576000,2.077000,0.025400,0.450000,1.470000,-0.055200,-0.030300,4.290000,0.472000,-0.010400,0.044800,-0.019400,4.030000,2.060000,risk-off,0.044400,0,0,0.777800,0.527800,0.438900,0.248600
JPM,2026-06-12,229.070000,0.016600,0.034270,0.087600,0.034270,0.087600,-0.060880,-0.133980,0.214730,0.212390,-0.267280,-0.267280,0.111560,-0.044200,13.410000,13.950000,11.430000,3.840000,0.051740,0.110400,0.147700,0.129800,0.617600,0.414900,0.325400,0.171700,0.013900,0.111200,1.305500,1.071000,1.107000,0.011500,0.554000,0.593000,0.007300,-0.150200,4.260000,-0.176000,-0.012100,0.139000,0.014100,4.030000,2.060000,neutral,0.977800,0.350000,0.288900,0.144400,0.461100,0.438900,0.458100
V,2026-06-12,392.450000,0.010610,0.023520,-0.025260,0.023520,-0.025260,-0.001090,-0.037640,0.176150,0.150610,-0.070770,-0.070770,0.100440,-0.256600,31,27.860000,22.220000,16.230000,0.033870,0.095800,0.117000,0.117900,0.784800,0.641300,0.527600,0.496200,0.200100,0.411600,0.502000,1.057000,1.239000,-0.074700,0.118000,1.407000,-0.007300,0.150200,3.140000,0.094000,0.033800,-0.018300,-0.076500,4.030000,2.060000,risk-on,0.533300,0.222200,0.844400,0.372200,0.527800,0,0.455000
NFLX,2026-06-12,1471.190000,0.010420,0.067640,0.182710,0.067640,0.182710,0.065000,-0.144330,0.294370,0.313780,-0.250410,-0.250410,0.235530,0.031600,44.590000,34.240000,29.060000,9.730000,0.019370,0.168700,0.228000,0.209600,0.465900,0.269500,0.226700,0.372600,0.146200,0.245400,0.737400,2.070000,1.243000,-0.034700,0.355000,1.380000,-0.009500,-0.029300,3.390000,-0.318000,0.021300,-0.000200,0.006100,4.030000,2.060000,neutral,0.266700,0.744400,0.322200,0.288900,0.650000,0.166700,0.424200
AAPL,2026-06-18,241.580000,0.013760,0.056460,0.083610,0.056460,0.083610,-0.043020,-0.032360,0.202070,0.245070,-0.254340,-0.254340,0.135140,-0.049500,34.120000,30.620000,24.270000,9.010000,0.028010,0.065900,0.096700,0.075200,0.473300,0.321300,0.244400,1.628100,0.264600,0.596500,1.927100,4.460000,0.892000,-0.076900,0.069000,0.822000,-0.292400,0.031700,3.890000,-0.190000,-0.013400,-0.003400,0.024400,4.060000,2.140000,neutral,0.533300,0.111100,0.672200,0,0.511100,0,0.340000
